Subject	site	Sex	Group	Age	Date	Day	Session	trial_number	open_cylinder	comment
Kidogo	uganda	f	Uganda	35	16/10/2019	3	2	1	0	
Kidogo	uganda	f	Uganda	35	16/10/2019	3	2	2	1	
Kidogo	uganda	f	Uganda	35	16/10/2019	3	2	3	1	
Kidogo	uganda	f	Uganda	35	16/10/2019	3	2	4	1	
Kidogo	uganda	f	Uganda	35	16/10/2019	3	2	5	1	
Kidogo	uganda	f	Uganda	35	16/10/2019	3	2	6	0	
Kidogo	uganda	f	Uganda	35	16/10/2019	3	2	7	1	
Kidogo	uganda	f	Uganda	35	16/10/2019	3	2	8	1	
Kidogo	uganda	f	Uganda	35	16/10/2019	3	2	9	1	
Kidogo	uganda	f	Uganda	35	16/10/2019	3	2	10	1	
Kidogo	uganda	f	Uganda	35	16/10/2019	3	2	11	1	
Kidogo	uganda	f	Uganda	19	16/10/2019	3	2	12	1	
Indi	uganda	m	Uganda	19	17/10/2019	3	2	1	1	
Indi	uganda	m	Uganda	19	17/10/2019	3	2	2	0	
Indi	uganda	m	Uganda	19	17/10/2019	3	2	3	1	
Indi	uganda	m	Uganda	19	17/10/2019	3	2	4	0	
Indi	uganda	m	Uganda	19	17/10/2019	3	2	5	1	
Indi	uganda	m	Uganda	19	17/10/2019	3	2	6	1	
Indi	uganda	m	Uganda	19	17/10/2019	3	2	7	0	
Indi	uganda	m	Uganda	19	17/10/2019	3	2	8	1	
Indi	uganda	m	Uganda	19	17/10/2019	3	2	9	1	
Indi	uganda	m	Uganda	19	17/10/2019	3	2	10	1	
Indi	uganda	m	Uganda	19	17/10/2019	3	2	11	0	
Indi	uganda	m	Uganda	19	17/10/2019	3	2	12	1	
Kisembo	uganda	m	Uganda	20	17/10/2019	3	2	1	1	
Kisembo	uganda	m	Uganda	20	17/10/2019	3	2	2	1	
Kisembo	uganda	m	Uganda	20	17/10/2019	3	2	3	1	
Kisembo	uganda	m	Uganda	20	17/10/2019	3	2	4	1	
Kisembo	uganda	m	Uganda	20	17/10/2019	3	2	5	1	
Kisembo	uganda	m	Uganda	20	17/10/2019	3	2	6	0	
Kisembo	uganda	m	Uganda	20	17/10/2019	3	2	7	0	
Kisembo	uganda	m	Uganda	20	17/10/2019	3	2	8	1	
Kisembo	uganda	m	Uganda	20	17/10/2019	3	2	9	0	
Kisembo	uganda	m	Uganda	20	17/10/2019	3	2	10	1	
Kisembo	uganda	m	Uganda	20	17/10/2019	3	2	11	1	
Kisembo	uganda	m	Uganda	20	17/10/2019	3	2	12	1	
Medina	uganda	f	Uganda	12	17/10/2019	3	2	1	0	
Medina	uganda	f	Uganda	12	17/10/2019	3	2	2	1	
Medina	uganda	f	Uganda	12	17/10/2019	3	2	3	1	
Medina	uganda	f	Uganda	12	17/10/2019	3	2	4	1	
Medina	uganda	f	Uganda	12	17/10/2019	3	2	5	1	
Medina	uganda	f	Uganda	12	17/10/2019	3	2	6	0	
Medina	uganda	f	Uganda	12	17/10/2019	3	2	7	0	
Medina	uganda	f	Uganda	12	17/10/2019	3	2	8	0	
Medina	uganda	f	Uganda	12	17/10/2019	3	2	9	1	
Medina	uganda	f	Uganda	12	17/10/2019	3	2	10	1	
Medina	uganda	f	Uganda	12	17/10/2019	3	2	11	0	
Medina	uganda	f	Uganda	12	17/10/2019	3	2	12	0	
Nakuu	uganda	f	Uganda	18	17/10/2019	3	2	1	0	
Nakuu	uganda	f	Uganda	18	17/10/2019	3	2	2	1	
Nakuu	uganda	f	Uganda	18	17/10/2019	3	2	3	1	
Nakuu	uganda	f	Uganda	18	17/10/2019	3	2	4	0	
Nakuu	uganda	f	Uganda	18	17/10/2019	3	2	5	1	
Nakuu	uganda	f	Uganda	18	17/10/2019	3	2	6	1	
Nakuu	uganda	f	Uganda	18	17/10/2019	3	2	7	1	
Nakuu	uganda	f	Uganda	18	17/10/2019	3	2	8	1	
Nakuu	uganda	f	Uganda	18	17/10/2019	3	2	9	1	1min without touching cup
Nakuu	uganda	f	Uganda	18	17/10/2019	3	2	10		
Nakuu	uganda	f	Uganda	18	17/10/2019	3	2	11		
Nakuu	uganda	f	Uganda	18	17/10/2019	3	2	12		
Pasa	uganda	f	Uganda	19	17/10/2019	3	2	1	0	
Pasa	uganda	f	Uganda	19	17/10/2019	3	2	2	1	
Pasa	uganda	f	Uganda	19	17/10/2019	3	2	3	0	
Pasa	uganda	f	Uganda	19	17/10/2019	3	2	4	1	
Pasa	uganda	f	Uganda	19	17/10/2019	3	2	5	1	
Pasa	uganda	f	Uganda	19	17/10/2019	3	2	6		
Pasa	uganda	f	Uganda	19	17/10/2019	3	2	7		
Pasa	uganda	f	Uganda	19	17/10/2019	3	2	8		
Pasa	uganda	f	Uganda	19	17/10/2019	3	2	9		
Pasa	uganda	f	Uganda	19	17/10/2019	3	2	10		
Pasa	uganda	f	Uganda	19	17/10/2019	3	2	11		
Pasa	uganda	f	Uganda	19	17/10/2019	3	2	12		
Kalema	uganda	m	Uganda	23	06-Nov-19	3	1	1	0	
Kalema	uganda	m	Uganda	23	06-Nov-19	3	1	2	1	
Kalema	uganda	m	Uganda	23	06-Nov-19	3	1	3	1	
Kalema	uganda	m	Uganda	23	06-Nov-19	3	1	4	0	
Kalema	uganda	m	Uganda	23	06-Nov-19	3	1	5	1	
Kalema	uganda	m	Uganda	23	06-Nov-19	3	1	6	0	
Kalema	uganda	m	Uganda	23	06-Nov-19	3	1	7	0	
Kalema	uganda	m	Uganda	23	06-Nov-19	3	1	8	1	
Kalema	uganda	m	Uganda	23	06-Nov-19	3	1	9	1	
Kalema	uganda	m	Uganda	23	06-Nov-19	3	1	10	0	
Kalema	uganda	m	Uganda	23	06-Nov-19	3	1	11	1	
Kalema	uganda	m	Uganda	23	06-Nov-19	3	1	12	1	opened a transparent cylinder at the end
Mawa	uganda	m	Uganda	23	06-Nov-19	3	1	1	0	
Mawa	uganda	m	Uganda	23	06-Nov-19	3	1	2	1	
Mawa	uganda	m	Uganda	23	06-Nov-19	3	1	3	0	
Mawa	uganda	m	Uganda	23	06-Nov-19	3	1	4	1	
Mawa	uganda	m	Uganda	23	06-Nov-19	3	1	5	0	
Mawa	uganda	m	Uganda	23	06-Nov-19	3	1	6	0	opened by throwing
Mawa	uganda	m	Uganda	23	06-Nov-19	3	1	7	1	
Mawa	uganda	m	Uganda	23	06-Nov-19	3	1	8	1	
Mawa	uganda	m	Uganda	23	06-Nov-19	3	1	9	1	
Mawa	uganda	m	Uganda	23	06-Nov-19	3	1	10	0	
Mawa	uganda	m	Uganda	23	06-Nov-19	3	1	11	0	opened by throwing
Mawa	uganda	m	Uganda	23	06-Nov-19	3	1	12	0	opened by throwing
Tumbo	uganda	m	Uganda	30	07-Nov-19	3	1	1	1	
Tumbo	uganda	m	Uganda	30	07-Nov-19	3	1	2	0	
Tumbo	uganda	m	Uganda	30	07-Nov-19	3	1	3	1	
Tumbo	uganda	m	Uganda	30	07-Nov-19	3	1	4	1	
Tumbo	uganda	m	Uganda	30	07-Nov-19	3	1	5	0	
Tumbo	uganda	m	Uganda	30	07-Nov-19	3	1	6	1	
Tumbo	uganda	m	Uganda	30	07-Nov-19	3	1	7	1	
Tumbo	uganda	m	Uganda	30	07-Nov-19	3	1	8	0	
Tumbo	uganda	m	Uganda	30	07-Nov-19	3	1	9	1	
Tumbo	uganda	m	Uganda	30	07-Nov-19	3	1	10	0	
Tumbo	uganda	m	Uganda	30	07-Nov-19	3	1	11	1	
Tumbo	uganda	m	Uganda	30	07-Nov-19	3	1	12	1	
Sally	uganda	f	Uganda	28	07-Nov-19	3	1	1	0	
Sally	uganda	f	Uganda	28	07-Nov-19	3	1	2	1	
Sally	uganda	f	Uganda	28	07-Nov-19	3	1	3	1	
Sally	uganda	f	Uganda	28	07-Nov-19	3	1	4	1	
Sally	uganda	f	Uganda	28	07-Nov-19	3	1	5	1	
Sally	uganda	f	Uganda	28	07-Nov-19	3	1	6	0	
Sally	uganda	f	Uganda	28	07-Nov-19	3	1	7	0	
Sally	uganda	f	Uganda	28	07-Nov-19	3	1	8	0	
Sally	uganda	f	Uganda	28	07-Nov-19	3	1	9	1	
Sally	uganda	f	Uganda	28	07-Nov-19	3	1	10	1	
Sally	uganda	f	Uganda	28	07-Nov-19	3	1	11	1	
Sally	uganda	f	Uganda	28	07-Nov-19	3	1	12	1	
Kalema	uganda	m	Uganda	23	07-Nov-19	3	2	1	1	
Kalema	uganda	m	Uganda	23	07-Nov-19	3	2	2	1	
Kalema	uganda	m	Uganda	23	07-Nov-19	3	2	3	0	
Kalema	uganda	m	Uganda	23	07-Nov-19	3	2	4	1	
Kalema	uganda	m	Uganda	23	07-Nov-19	3	2	5	1	briefly touched transparent
Kalema	uganda	m	Uganda	23	07-Nov-19	3	2	6	1	
Kalema	uganda	m	Uganda	23	07-Nov-19	3	2	7	1	
Kalema	uganda	m	Uganda	23	07-Nov-19	3	2	8	1	
Kalema	uganda	m	Uganda	23	07-Nov-19	3	2	9	0	
Kalema	uganda	m	Uganda	23	07-Nov-19	3	2	10	1	
Kalema	uganda	m	Uganda	23	07-Nov-19	3	2	11	1	
Kalema	uganda	m	Uganda	23	07-Nov-19	3	2	12	1	
Rambo	uganda	m	Uganda	15	07-Nov-19	3	1	1	0	
Rambo	uganda	m	Uganda	15	07-Nov-19	3	1	2	1	
Rambo	uganda	m	Uganda	15	07-Nov-19	3	1	3	0	
Rambo	uganda	m	Uganda	15	07-Nov-19	3	1	4	1	
Rambo	uganda	m	Uganda	15	07-Nov-19	3	1	5	0	
Rambo	uganda	m	Uganda	15	07-Nov-19	3	1	6	0	
Rambo	uganda	m	Uganda	15	07-Nov-19	3	1	7	0	
Rambo	uganda	m	Uganda	15	07-Nov-19	3	1	8	0	
Rambo	uganda	m	Uganda	15	07-Nov-19	3	1	9	1	
Rambo	uganda	m	Uganda	15	07-Nov-19	3	1	10	0	
Rambo	uganda	m	Uganda	15	07-Nov-19	3	1	11	0	
Rambo	uganda	m	Uganda	15	07-Nov-19	3	1	12	1	
Namukisa	uganda	f	Uganda	21	07-Nov-19	3	1	1	1	
Namukisa	uganda	f	Uganda	21	07-Nov-19	3	1	2	1	
Namukisa	uganda	f	Uganda	21	07-Nov-19	3	1	3	0	
Namukisa	uganda	f	Uganda	21	07-Nov-19	3	1	4	1	
Namukisa	uganda	f	Uganda	21	07-Nov-19	3	1	5	0	
Namukisa	uganda	f	Uganda	21	07-Nov-19	3	1	6	1	
Namukisa	uganda	f	Uganda	21	07-Nov-19	3	1	7	0	
Namukisa	uganda	f	Uganda	21	07-Nov-19	3	1	8	1	
Namukisa	uganda	f	Uganda	21	07-Nov-19	3	1	9	0	
Namukisa	uganda	f	Uganda	21	07-Nov-19	3	1	10	1	
Namukisa	uganda	f	Uganda	21	07-Nov-19	3	1	11	1	
Namukisa	uganda	f	Uganda	21	07-Nov-19	3	1	12	1	
Becky	uganda	f	Uganda	28	07-Nov-19	3	1	1	0	
Becky	uganda	f	Uganda	28	07-Nov-19	3	1	2	0	
Becky	uganda	f	Uganda	28	07-Nov-19	3	1	3	1	
Becky	uganda	f	Uganda	28	07-Nov-19	3	1	4	1	
Becky	uganda	f	Uganda	28	07-Nov-19	3	1	5	1	
Becky	uganda	f	Uganda	28	07-Nov-19	3	1	6	0	
Becky	uganda	f	Uganda	28	07-Nov-19	3	1	7	1	
Becky	uganda	f	Uganda	28	07-Nov-19	3	1	8	1	
Becky	uganda	f	Uganda	28	07-Nov-19	3	1	9	1	
Becky	uganda	f	Uganda	28	07-Nov-19	3	1	10	0	
Becky	uganda	f	Uganda	28	07-Nov-19	3	1	11	1	
Becky	uganda	f	Uganda	28	07-Nov-19	3	1	12	1	
Cocoa	uganda	f	Uganda	12	07-Nov-19	3	1	1	0	
Cocoa	uganda	f	Uganda	12	07-Nov-19	3	1	2	0	
Cocoa	uganda	f	Uganda	12	07-Nov-19	3	1	3	1	
Cocoa	uganda	f	Uganda	12	07-Nov-19	3	1	4	0	
Cocoa	uganda	f	Uganda	12	07-Nov-19	3	1	5	0	
Cocoa	uganda	f	Uganda	12	07-Nov-19	3	1	6	1	
Cocoa	uganda	f	Uganda	12	07-Nov-19	3	1	7	0	
Cocoa	uganda	f	Uganda	12	07-Nov-19	3	1	8	0	
Cocoa	uganda	f	Uganda	12	07-Nov-19	3	1	9	0	
Cocoa	uganda	f	Uganda	12	07-Nov-19	3	1	10	1	
Cocoa	uganda	f	Uganda	12	07-Nov-19	3	1	11	0	
Cocoa	uganda	f	Uganda	12	07-Nov-19	3	1	12	1	
Becky	uganda	f	Uganda	28	08-Nov-19	3	2	1	1	"this one was clsoer to the door and empty (forgotten to tidy up from last chimp) but also a transparent one was there, and she lifted the opaque"
Becky	uganda	f	Uganda	28	08-Nov-19	3	2	2	1	
Becky	uganda	f	Uganda	28	08-Nov-19	3	2	3	1	
Becky	uganda	f	Uganda	28	08-Nov-19	3	2	4	1	
Becky	uganda	f	Uganda	28	08-Nov-19	3	2	5	0	
Becky	uganda	f	Uganda	28	08-Nov-19	3	2	6	1	
Becky	uganda	f	Uganda	28	08-Nov-19	3	2	7	1	
Becky	uganda	f	Uganda	28	08-Nov-19	3	2	8	1	
Becky	uganda	f	Uganda	28	08-Nov-19	3	2	9	1	
Becky	uganda	f	Uganda	28	08-Nov-19	3	2	10	1	
Becky	uganda	f	Uganda	28	08-Nov-19	3	2	11	1	
Becky	uganda	f	Uganda	28	08-Nov-19	3	2	12	1	"only 5 rows and thus only 10 opaque and 10 transparent in grid, however after taking the last opaque she relifted more opaque ones without touching t"
Cocoa	uganda	f	Uganda	28	08-Nov-19	3	2	1	0	
Cocoa	uganda	f	Uganda	28	08-Nov-19	3	2	2	1	
Cocoa	uganda	f	Uganda	28	08-Nov-19	3	2	3	0	
Cocoa	uganda	f	Uganda	28	08-Nov-19	3	2	4	1	
Cocoa	uganda	f	Uganda	28	08-Nov-19	3	2	5	0	
Cocoa	uganda	f	Uganda	28	08-Nov-19	3	2	6	1	
Cocoa	uganda	f	Uganda	28	08-Nov-19	3	2	7	1	
Cocoa	uganda	f	Uganda	28	08-Nov-19	3	2	8	1	
Cocoa	uganda	f	Uganda	28	08-Nov-19	3	2	9	1	
Cocoa	uganda	f	Uganda	28	08-Nov-19	3	2	10	1	
Cocoa	uganda	f	Uganda	28	08-Nov-19	3	2	11	0	
Cocoa	uganda	f	Uganda	28	08-Nov-19	3	2	12	1	
Rambo	uganda	m	Uganda	28	08-Nov-19	3	2	1	1	
Rambo	uganda	m	Uganda	28	08-Nov-19	3	2	2	0	
Rambo	uganda	m	Uganda	28	08-Nov-19	3	2	3	0	
Rambo	uganda	m	Uganda	28	08-Nov-19	3	2	4	0	
Rambo	uganda	m	Uganda	28	08-Nov-19	3	2	5	1	
Rambo	uganda	m	Uganda	28	08-Nov-19	3	2	6	1	
Rambo	uganda	m	Uganda	28	08-Nov-19	3	2	7	1	
Rambo	uganda	m	Uganda	28	08-Nov-19	3	2	8	0	
Rambo	uganda	m	Uganda	28	08-Nov-19	3	2	9	1	
Rambo	uganda	m	Uganda	28	08-Nov-19	3	2	10	1	
Rambo	uganda	m	Uganda	28	08-Nov-19	3	2	11	1	
Rambo	uganda	m	Uganda	28	08-Nov-19	3	2	12	1	
Sally	uganda	f	Uganda	28	08-Nov-19	3	2	1	1	
Sally	uganda	f	Uganda	28	08-Nov-19	3	2	2	1	
Sally	uganda	f	Uganda	28	08-Nov-19	3	2	3	0	
Sally	uganda	f	Uganda	28	08-Nov-19	3	2	4	1	
Sally	uganda	f	Uganda	28	08-Nov-19	3	2	5	1	
Sally	uganda	f	Uganda	28	08-Nov-19	3	2	6	1	
Sally	uganda	f	Uganda	28	08-Nov-19	3	2	7	1	
Sally	uganda	f	Uganda	28	08-Nov-19	3	2	8	1	
Sally	uganda	f	Uganda	28	08-Nov-19	3	2	9	1	
Sally	uganda	f	Uganda	28	08-Nov-19	3	2	10	1	
Sally	uganda	f	Uganda	28	08-Nov-19	3	2	11	1	
Sally	uganda	f	Uganda	28	08-Nov-19	3	2	12	1	
Tumbo	uganda	m	Uganda	28	08-Nov-19	3	2	1	1	
Tumbo	uganda	m	Uganda	28	08-Nov-19	3	2	2	1	
Tumbo	uganda	m	Uganda	28	08-Nov-19	3	2	3	0	
Tumbo	uganda	m	Uganda	28	08-Nov-19	3	2	4	1	
Tumbo	uganda	m	Uganda	28	08-Nov-19	3	2	5	0	
Tumbo	uganda	m	Uganda	28	08-Nov-19	3	2	6	1	
Tumbo	uganda	m	Uganda	28	08-Nov-19	3	2	7	1	
Tumbo	uganda	m	Uganda	28	08-Nov-19	3	2	8	0	
Tumbo	uganda	m	Uganda	28	08-Nov-19	3	2	9	0	
Tumbo	uganda	m	Uganda	28	08-Nov-19	3	2	10	1	
Tumbo	uganda	m	Uganda	28	08-Nov-19	3	2	11	1	
Tumbo	uganda	m	Uganda	28	08-Nov-19	3	2	12	0	
Namukisa	uganda	f	Uganda	28	08-Nov-19	3	2	1	1	
Namukisa	uganda	f	Uganda	28	08-Nov-19	3	2	2	0	
Namukisa	uganda	f	Uganda	28	08-Nov-19	3	2	3	1	
Namukisa	uganda	f	Uganda	28	08-Nov-19	3	2	4	0	
Namukisa	uganda	f	Uganda	28	08-Nov-19	3	2	5	1	
Namukisa	uganda	f	Uganda	28	08-Nov-19	3	2	6	0	
Namukisa	uganda	f	Uganda	28	08-Nov-19	3	2	7	1	
Namukisa	uganda	f	Uganda	28	08-Nov-19	3	2	8	1	
Namukisa	uganda	f	Uganda	28	08-Nov-19	3	2	9	1	
Namukisa	uganda	f	Uganda	28	08-Nov-19	3	2	10	1	
Namukisa	uganda	f	Uganda	28	08-Nov-19	3	2	11	1	
Namukisa	uganda	f	Uganda	28	08-Nov-19	3	2	12	0	
Nkuumwa	uganda	f	Uganda	28	10-Nov-19	3	1	1	0	
Nkuumwa	uganda	f	Uganda	28	10-Nov-19	3	1	2	1	
Nkuumwa	uganda	f	Uganda	28	10-Nov-19	3	1	3	1	
Nkuumwa	uganda	f	Uganda	28	10-Nov-19	3	1	4	0	
Nkuumwa	uganda	f	Uganda	28	10-Nov-19	3	1	5	0	
Nkuumwa	uganda	f	Uganda	28	10-Nov-19	3	1	6	1	
Nkuumwa	uganda	f	Uganda	28	10-Nov-19	3	1	7	0	
Nkuumwa	uganda	f	Uganda	28	10-Nov-19	3	1	8	1	
Nkuumwa	uganda	f	Uganda	28	10-Nov-19	3	1	9	1	
Nkuumwa	uganda	f	Uganda	28	10-Nov-19	3	1	10	1	
Nkuumwa	uganda	f	Uganda	28	10-Nov-19	3	1	11	0	
Nkuumwa	uganda	f	Uganda	28	10-Nov-19	3	1	12	1	
Nkuumwa	uganda	f	Uganda	28	11-Nov-19	3	2	1	1	
Nkuumwa	uganda	f	Uganda	28	11-Nov-19	3	2	2	1	
Nkuumwa	uganda	f	Uganda	28	11-Nov-19	3	2	3	1	
Nkuumwa	uganda	f	Uganda	28	11-Nov-19	3	2	4	1	
Nkuumwa	uganda	f	Uganda	28	11-Nov-19	3	2	5	1	
Nkuumwa	uganda	f	Uganda	28	11-Nov-19	3	2	6	1	
Nkuumwa	uganda	f	Uganda	28	11-Nov-19	3	2	7	1	
Nkuumwa	uganda	f	Uganda	28	11-Nov-19	3	2	8	1	
Nkuumwa	uganda	f	Uganda	28	11-Nov-19	3	2	9	1	
Nkuumwa	uganda	f	Uganda	28	11-Nov-19	3	2	10	1	
Nkuumwa	uganda	f	Uganda	28	11-Nov-19	3	2	11	0	
Nkuumwa	uganda	f	Uganda	28	11-Nov-19	3	2	12	0	
Bwambale	uganda	m	Uganda	19	26-Nov-19		1	1	0	
Bwambale	uganda	m	Uganda	19	26-Nov-19		1	2	1	
Bwambale	uganda	m	Uganda	19	26-Nov-19		1	3	0	opened transparent cylinder
Bwambale	uganda	m	Uganda	19	26-Nov-19		1	4	0	opened 2nd transparent cylinder
Bwambale	uganda	m	Uganda	19	26-Nov-19		1	5	1	
Bwambale	uganda	m	Uganda	19	26-Nov-19		1	6	0	opened 3rd transparent cylinder
Bwambale	uganda	m	Uganda	19	26-Nov-19		1	7	0	
Bwambale	uganda	m	Uganda	19	26-Nov-19		1	8	1	
Bwambale	uganda	m	Uganda	19	26-Nov-19		1	9	1	
Bwambale	uganda	m	Uganda	19	26-Nov-19		1	10	1	
Bwambale	uganda	m	Uganda	19	26-Nov-19		1	11	0	
Bwambale	uganda	m	Uganda	19	26-Nov-19		1	12	1	
Bwambale	uganda	m	Uganda	19	27-Nov-19		2	1	0	
Bwambale	uganda	m	Uganda	19	27-Nov-19		2	2	1	
Bwambale	uganda	m	Uganda	19	27-Nov-19		2	3	1	
Bwambale	uganda	m	Uganda	19	27-Nov-19		2	4	1	
Bwambale	uganda	m	Uganda	19	27-Nov-19		2	5	0	
Bwambale	uganda	m	Uganda	19	27-Nov-19		2	6	1	
Bwambale	uganda	m	Uganda	19	27-Nov-19		2	7	0	
Bwambale	uganda	m	Uganda	19	27-Nov-19		2	8	1	
Bwambale	uganda	m	Uganda	19	27-Nov-19		2	9	0	
Bwambale	uganda	m	Uganda	19	27-Nov-19		2	10	1	
Bwambale	uganda	m	Uganda	19	27-Nov-19		2	11	1	
Bwambale	uganda	m	Uganda	19	27-Nov-19		2	12	0	
Nani	uganda	f	Uganda	18	28-Nov-19		1	1	0	
Nani	uganda	f	Uganda	18	28-Nov-19		1	2	0	
Nani	uganda	f	Uganda	18	28-Nov-19		1	3	0	
Nani	uganda	f	Uganda	18	28-Nov-19		1	4	0	
Nani	uganda	f	Uganda	18	28-Nov-19		1	5	1	
Nani	uganda	f	Uganda	18	28-Nov-19		1	6	1	
Nani	uganda	f	Uganda	18	28-Nov-19		1	7	1	
Nani	uganda	f	Uganda	18	28-Nov-19		1	8	1	
Nani	uganda	f	Uganda	18	28-Nov-19		1	9	0	
Nani	uganda	f	Uganda	18	28-Nov-19		1	10	1	
Nani	uganda	f	Uganda	18	28-Nov-19		1	11	0	
Nani	uganda	f	Uganda	18	28-Nov-19		1	12	1	
Nani	uganda	f	Uganda	18	29-Nov-19		2	1	1	
Nani	uganda	f	Uganda	18	29-Nov-19		2	2	1	
Nani	uganda	f	Uganda	18	29-Nov-19		2	3	1	
Nani	uganda	f	Uganda	18	29-Nov-19		2	4	1	
Nani	uganda	f	Uganda	18	29-Nov-19		2	5	0	
Nani	uganda	f	Uganda	18	29-Nov-19		2	6	0	
Nani	uganda	f	Uganda	18	29-Nov-19		2	7	1	
Nani	uganda	f	Uganda	18	29-Nov-19		2	8	1	
Nani	uganda	f	Uganda	18	29-Nov-19		2	9	1	
Nani	uganda	f	Uganda	18	29-Nov-19		2	10	1	
Nani	uganda	f	Uganda	18	29-Nov-19		2	11	1	
Nani	uganda	f	Uganda	18	29-Nov-19		2	12	0	
Yoyo	uganda	f	Uganda	20	28-Nov-19		1	1	0	
Yoyo	uganda	f	Uganda	20	28-Nov-19		1	2	0	
Yoyo	uganda	f	Uganda	20	28-Nov-19		1	3	1	
Yoyo	uganda	f	Uganda	20	28-Nov-19		1	4	1	
Yoyo	uganda	f	Uganda	20	28-Nov-19		1	5	1	
Yoyo	uganda	f	Uganda	20	28-Nov-19		1	6	0	
Yoyo	uganda	f	Uganda	20	28-Nov-19		1	7	0	
Yoyo	uganda	f	Uganda	20	28-Nov-19		1	8	1	
Yoyo	uganda	f	Uganda	20	28-Nov-19		1	9	0	
Yoyo	uganda	f	Uganda	20	28-Nov-19		1	10	0	
Yoyo	uganda	f	Uganda	20	28-Nov-19		1	11	1	
Yoyo	uganda	f	Uganda	20	28-Nov-19		1	12	1	
Yoyo	uganda	f	Uganda	20	29-Nov-19		2	1	1	
Yoyo	uganda	f	Uganda	20	29-Nov-19		2	2	0	
Yoyo	uganda	f	Uganda	20	29-Nov-19		2	3	0	
Yoyo	uganda	f	Uganda	20	29-Nov-19		2	4	1	
Yoyo	uganda	f	Uganda	20	29-Nov-19		2	5	1	
Yoyo	uganda	f	Uganda	20	29-Nov-19		2	6	1	
Yoyo	uganda	f	Uganda	20	29-Nov-19		2	7	0	
Yoyo	uganda	f	Uganda	20	29-Nov-19		2	8	0	
Yoyo	uganda	f	Uganda	20	29-Nov-19		2	9	1	
Yoyo	uganda	f	Uganda	20	29-Nov-19		2	10	1	
Yoyo	uganda	f	Uganda	20	29-Nov-19		2	11	0	
Yoyo	uganda	f	Uganda	20	29-Nov-19		2	12	1	
Sara	uganda	f	Uganda	9	29-Nov-19		1	1	0	
Sara	uganda	f	Uganda	9	29-Nov-19		1	2	0	
Sara	uganda	f	Uganda	9	29-Nov-19		1	3	0	
Sara	uganda	f	Uganda	9	29-Nov-19		1	4	1	
Sara	uganda	f	Uganda	9	29-Nov-19		1	5	1	
Sara	uganda	f	Uganda	9	29-Nov-19		1	6	0	
Sara	uganda	f	Uganda	9	29-Nov-19		1	7	0	
Sara	uganda	f	Uganda	9	29-Nov-19		1	8	1	
Sara	uganda	f	Uganda	9	29-Nov-19		1	9	0	
Sara	uganda	f	Uganda	9	29-Nov-19		1	10	1	
Sara	uganda	f	Uganda	9	29-Nov-19		1	11	0	
Sara	uganda	f	Uganda	9	29-Nov-19		1	12	1	
Sara	uganda	f	Uganda	9	30-Nov-19		2	1	0	
Sara	uganda	f	Uganda	9	30-Nov-19		2	2	1	
Sara	uganda	f	Uganda	9	30-Nov-19		2	3	1	
Sara	uganda	f	Uganda	9	30-Nov-19		2	4	0	
Sara	uganda	f	Uganda	9	30-Nov-19		2	5	1	
Sara	uganda	f	Uganda	9	30-Nov-19		2	6	0	
Sara	uganda	f	Uganda	9	30-Nov-19		2	7	1	
Sara	uganda	f	Uganda	9	30-Nov-19		2	8	0	
Sara	uganda	f	Uganda	9	30-Nov-19		2	9	1	
Sara	uganda	f	Uganda	9	30-Nov-19		2	10	0	
Sara	uganda	f	Uganda	9	30-Nov-19		2	11	1	
Sara	uganda	f	Uganda	9	30-Nov-19		2	12	0	
Bili	uganda	f	Uganda	21	30-Nov-19		1	1	0	
Bili	uganda	f	Uganda	21	30-Nov-19		1	2	1	
Bili	uganda	f	Uganda	21	30-Nov-19		1	3	1	
Bili	uganda	f	Uganda	21	30-Nov-19		1	4	1	
Bili	uganda	f	Uganda	21	30-Nov-19		1	5	0	
Bili	uganda	f	Uganda	21	30-Nov-19		1	6	1	
Bili	uganda	f	Uganda	21	30-Nov-19		1	7	1	
Bili	uganda	f	Uganda	21	30-Nov-19		1	8	0	
Bili	uganda	f	Uganda	21	30-Nov-19		1	9	0	
Bili	uganda	f	Uganda	21	30-Nov-19		1	10	0	
Bili	uganda	f	Uganda	21	30-Nov-19		1	11	0	
Bili	uganda	f	Uganda	21	30-Nov-19		1	12	1	
Bili	uganda	f	Uganda	21	01-Dec-19		2	1	0	
Bili	uganda	f	Uganda	21	01-Dec-19		2	2	1	
Bili	uganda	f	Uganda	21	01-Dec-19		2	3	1	
Bili	uganda	f	Uganda	21	01-Dec-19		2	4	1	
Bili	uganda	f	Uganda	21	01-Dec-19		2	5	1	
Bili	uganda	f	Uganda	21	01-Dec-19		2	6	1	
Bili	uganda	f	Uganda	21	01-Dec-19		2	7	0	
Bili	uganda	f	Uganda	21	01-Dec-19		2	8	1	
Bili	uganda	f	Uganda	21	01-Dec-19		2	9	1	
Bili	uganda	f	Uganda	21	01-Dec-19		2	10	0	
Bili	uganda	f	Uganda	21	01-Dec-19		2	11	1	
Bili	uganda	f	Uganda	21	01-Dec-19		2	12	1	
Umutama	uganda	m	Uganda	23	29-Nov-19		1	1	1	
Umutama	uganda	m	Uganda	23	29-Nov-19		1	2	1	
Umutama	uganda	m	Uganda	23	29-Nov-19		1	3	1	
Umutama	uganda	m	Uganda	23	29-Nov-19		1	4	0	
Umutama	uganda	m	Uganda	23	29-Nov-19		1	5	0	
